id_anon,sex2,age_class2,age2,bout,subbout,direction,risk,above4,above10
90,F,A,19,432,432.07,descent,0,1,0
90,F,A,19,432,432.09,descent,1,1,0
90,F,A,19,432,432.1,descent,0,1,0
90,F,A,19,432,432.11,descent,0,1,0
90,F,A,19,432,432.13,descent,0,1,0
90,F,A,19,432,432.14,descent,1,1,0
90,F,A,19,432,432.15,descent,0,1,0
90,F,A,19,432,432.16,descent,0,0,0
31,F,A,26,422,422.01,descent,0,0,0
31,F,A,26,422,422.02,descent,0,0,0
31,F,A,26,422,422.03,descent,0,0,0
91,M,I,4.8,424,424.01,descent,1,1,0
91,M,I,4.8,424,424.05,descent,0,1,0
91,M,I,4.8,424,424.06,descent,1,0,0
91,M,I,4.8,424,424.07,descent,0,0,0
92,F,A,54.1,433,433.01,descent,0,1,0
92,F,A,54.1,433,433.03,descent,0,1,0
92,F,A,54.1,433,433.04,descent,1,0,0
92,F,A,54.1,433,433.05,descent,0,0,0
38,F,A,18.3,435,435.01,descent,0,1,0
38,F,A,18.3,435,435.02,descent,0,0,0
38,F,A,18.3,435,435.03,descent,0,0,0
6,M,A,36.1,436,436.01,descent,0,1,1
6,M,A,36.1,436,436.04,descent,0,1,1
6,M,A,36.1,436,436.06,descent,0,1,1
93,M,I,1.9,441,441.01,descent,0,0,0
93,M,I,1.9,441,441.02,descent,0,0,0
93,M,I,1.9,441,441.03,descent,0,0,0
93,M,I,1.9,441,441.04,descent,0,0,0
93,M,I,1.9,441,441.05,descent,0,0,0
93,M,I,1.9,443,443.01,descent,0,0,0
51,F,I,3.2,444,444.01,descent,0,0,0
93,M,I,1.9,445,445.01,descent,0,0,0
91,M,I,4.8,447,447.01,descent,0,0,0
28,M,Adol,9.1,449,449.01,descent,1,0,0
51,F,I,3.2,453,453.01,descent,0,0,0
91,M,I,4.8,454,454.01,descent,0,0,0
91,M,I,4.8,454,454.03,descent,0,0,0
91,M,I,4.8,454,454.05,descent,1,0,0
28,M,Adol,9.1,455,455.01,descent,1,0,0
51,F,I,3.2,456,456.01,descent,0,0,0
91,M,I,4.8,459,459.01,descent,1,0,0
91,M,I,4.8,461,461.01,descent,0,0,0
46,F,J,5.8,462,462.01,descent,0,1,0
46,F,J,5.8,462,462.02,descent,0,0,0
46,F,J,5.8,462,462.03,descent,1,0,0
46,F,J,5.8,462,462.04,descent,0,0,0
46,F,J,5.8,462,462.05,descent,0,0,0
94,M,A,33.1,463,463.01,descent,0,1,0
94,M,A,33.1,463,463.03,descent,0,1,0
94,M,A,33.1,463,463.04,descent,1,1,0
94,M,A,33.1,463,463.05,descent,0,1,0
64,M,A,26.1,464,464.01,descent,0,1,0
57,M,Adol,12.2,465,465.01,descent,0,1,0
67,F,A,17,466,466.01,descent,0,1,0
67,F,A,17,466,466.03,descent,0,1,0
67,F,A,17,466,466.05,descent,0,0,0
95,F,A,15.7,467,467.01,descent,0,1,0
95,F,A,15.7,467,467.03,descent,0,1,0
96,F,A,29.2,468,468.02,descent,0,1,0
96,F,A,29.2,468,468.03,descent,0,0,0
97,F,A,30.2,470,470.01,descent,0,1,0
98,F,J,9,476,476.01,descent,0,1,0
98,F,J,9,476,476.02,descent,0,0,0
98,F,J,9,476,476.04,descent,0,0,0
83,M,J,5.9,478,478.01,descent,1,0,0
83,M,J,5.9,478,478.02,descent,0,0,0
83,M,J,5.9,478,478.03,descent,1,0,0
99,F,I,5,480,480.01,descent,0,0,0
99,F,I,5,480,480.02,descent,1,0,0
99,F,I,5,480,480.03,descent,0,0,0
99,F,I,5,480,480.04,descent,1,0,0
99,F,I,5,480,480.05,descent,0,0,0
99,F,I,5,480,480.06,descent,1,0,0
99,F,I,5,480,480.07,descent,1,0,0
100,M,Adol,12.8,482,482.01,descent,0,1,0
100,M,Adol,12.8,482,482.03,descent,0,1,0
100,M,Adol,12.8,482,482.05,descent,0,0,0
100,M,Adol,12.8,482,482.07,descent,0,0,0
96,F,A,29.2,483,483.01,descent,0,1,0
96,F,A,29.2,483,483.02,descent,0,1,0
96,F,A,29.2,483,483.03,descent,0,1,0
96,F,A,29.2,483,483.05,descent,0,0,0
83,M,J,5.9,484,484.01,descent,0,1,0
83,M,J,5.9,484,484.03,descent,0,0,0
81,F,A,36.2,485,485.01,descent,0,1,0
81,F,A,36.2,485,485.03,descent,0,1,0
101,M,Adol,10.2,486,486.01,descent,0,0,0
101,M,Adol,10.2,486,486.02,descent,0,0,0
101,M,Adol,10.2,486,486.04,descent,0,0,0
81,F,A,36.2,487,487.01,descent,0,1,0
81,F,A,36.2,487,487.03,descent,0,1,0
81,F,A,36.2,487,487.05,descent,0,1,0
81,F,A,36.2,487,487.07,descent,0,1,0
81,F,A,36.2,487,487.09,descent,0,0,0
68,M,I,4.8,488,488.01,descent,0,1,0
68,M,I,4.8,488,488.03,descent,1,1,0
68,M,I,4.8,488,488.04,descent,0,1,0
68,M,I,4.8,488,488.05,descent,1,1,0
68,M,I,4.8,488,488.07,descent,0,0,0
68,M,I,4.8,488,488.09,descent,0,0,0
68,M,I,4.8,488,488.1,descent,0,0,0
68,M,I,4.8,488,488.11,descent,0,0,0
68,M,I,4.8,488,488.12,descent,0,0,0
101,M,Adol,10.2,489,489.02,descent,0,1,0
101,M,Adol,10.2,489,489.03,descent,0,1,0
101,M,Adol,10.2,489,489.04,descent,0,1,0
102,M,A,22.6,493,493.01,descent,0,0,0
8,M,A,31.1,495,495.01,descent,0,1,1
8,M,A,31.1,495,495.03,descent,0,1,1
8,M,A,31.1,495,495.04,descent,0,1,1
8,M,A,31.1,495,495.05,descent,0,1,1
11,M,Adol,13,496,496.01,descent,0,1,1
11,M,Adol,13,496,496.02,descent,0,1,1
11,M,Adol,13,496,496.03,descent,0,1,1
35,F,A,51.1,498,498.01,descent,0,1,1
35,F,A,51.1,498,498.03,descent,0,1,1
35,F,A,51.1,498,498.05,descent,0,1,1
103,M,Adol,14,502,502.01,descent,0,1,1
103,M,Adol,14,502,502.02,descent,0,1,1
25,M,A,24.1,513,513.01,descent,0,1,0
25,M,A,24.1,513,513.03,descent,1,0,0
25,M,A,24.1,513,513.04,descent,0,0,0
25,M,A,24.1,513,513.06,descent,0,0,0
25,M,A,24.1,513,513.07,descent,0,0,0
2,M,A,25.1,521,521.01,descent,0,1,0
7,M,A,30.1,523,523.01,descent,0,1,0
12,M,A,23.1,524,524.01,descent,0,0,0
12,M,A,23.1,524,524.03,descent,0,0,0
26,M,A,19,525,525.01,descent,0,0,0
26,M,A,19,525,525.02,descent,0,0,0
19,M,A,29.1,532,532.01,descent,0,0,0
6,M,A,36.1,533,533.01,descent,0,0,0
6,M,A,36.1,533,533.02,descent,1,0,0
6,M,A,36.1,533,533.03,descent,0,0,0
25,M,A,24.1,534,534.01,descent,0,0,0
25,M,A,24.1,534,534.03,descent,0,0,0
25,M,A,24.1,534,534.05,descent,0,0,0
25,M,A,24.1,534,534.06,descent,0,0,0
35,F,A,51.1,535,535.01,descent,0,1,0
8,M,A,31.1,536,536.01,descent,0,0,0
8,M,A,31.1,536,536.02,descent,1,0,0
8,M,A,31.1,536,536.03,descent,0,0,0
17,M,A,15,537,537.01,descent,0,0,0
17,M,A,15,537,537.03,descent,0,0,0
82,F,A,19,539,539.01,descent,0,1,0
82,F,A,19,539,539.02,descent,0,0,0
84,M,I,3.9,541,541.01,descent,0,1,0
84,M,I,3.9,541,541.02,descent,1,1,0
84,M,I,3.9,541,541.03,descent,0,0,0
84,M,I,3.9,541,541.04,descent,0,0,0
84,M,I,3.9,541,541.05,descent,1,0,0
84,M,I,3.9,541,541.06,descent,0,0,0
84,M,I,3.9,541,541.07,descent,0,0,0
84,M,I,3.9,541,541.09,descent,0,0,0
84,M,I,3.9,541,541.11,descent,0,0,0
61,M,Adol,13.6,544,544.02,descent,0,0,0
7,M,A,30.1,545,545.01,descent,0,0,0
40,M,A,15.1,546,546.01,descent,0,1,0
104,M,Adol,13.6,547,547.01,descent,0,1,1
104,M,Adol,13.6,547,547.03,descent,0,1,0
104,M,Adol,13.6,547,547.04,descent,0,1,0
104,M,Adol,13.6,547,547.05,descent,0,0,0
9,M,A,20.1,549,549.01,descent,0,1,0
9,M,A,20.1,549,549.03,descent,0,0,0
16,M,Adol,14,550,550.04,descent,0,1,0
16,M,Adol,14,550,550.05,descent,0,1,0
16,M,Adol,14,550,550.06,descent,0,0,0
16,M,Adol,14,550,550.07,descent,0,0,0
16,M,Adol,14,550,550.08,descent,0,0,0
10,M,A,26.1,559,559.01,descent,0,1,1
10,M,A,26.1,559,559.02,descent,1,1,1
45,M,A,54.1,561,561.02,descent,0,1,0
45,M,A,54.1,561,561.03,descent,1,1,0
45,M,A,54.1,561,561.04,descent,0,1,0
45,M,A,54.1,561,561.05,descent,1,1,0
45,M,A,54.1,561,561.06,descent,0,1,0
45,M,A,54.1,561,561.08,descent,1,1,0
23,M,A,35.1,563,563.01,descent,0,1,0
23,M,A,35.1,563,563.02,descent,0,1,0
23,M,A,35.1,563,563.03,descent,0,1,0
23,M,A,35.1,563,563.04,descent,0,0,0
10,M,A,26.1,564,564.01,descent,0,1,0
10,M,A,26.1,564,564.02,descent,1,1,0
10,M,A,26.1,564,564.03,descent,0,1,0
10,M,A,26.1,564,564.04,descent,0,1,0
26,M,A,19,565,565.01,descent,0,0,0
105,F,J,9.6,566,566.01,descent,0,1,0
18,M,A,17.8,567,567.01,descent,0,0,0
11,M,Adol,13,570,570.01,descent,0,0,0
11,M,Adol,13,570,570.02,descent,0,0,0
7,M,A,30.1,571,571.01,descent,0,0,0
21,M,Adol,11.7,572,572.01,descent,0,0,0
21,M,Adol,11.7,572,572.02,descent,1,0,0
11,M,Adol,13,573,573.02,descent,0,1,0
11,M,Adol,13,573,573.04,descent,0,0,0
11,M,Adol,13,573,573.05,descent,0,0,0
11,M,Adol,13,580,580.01,descent,0,0,0
11,M,Adol,13,580,580.03,descent,0,0,0
11,M,Adol,13,581,581.01,descent,0,0,0
75,F,Adol,13.7,582,582.01,descent,0,0,0
102,M,A,22.6,584,584.01,descent,0,0,0
75,F,Adol,13.7,586,586.01,descent,1,1,0
75,F,Adol,13.7,586,586.02,descent,0,0,0
75,F,Adol,13.7,586,586.03,descent,0,0,0
75,F,Adol,13.7,586,586.05,descent,0,0,0
75,F,Adol,13.7,586,586.06,descent,0,1,0
75,F,Adol,13.7,586,586.07,descent,1,1,0
75,F,Adol,13.7,586,586.08,descent,0,0,0
75,F,Adol,13.7,586,586.09,descent,1,0,0
75,F,Adol,13.7,586,586.1,descent,0,0,0
75,F,Adol,13.7,586,586.12,descent,1,0,0
2,M,A,25.1,591,591.01,descent,0,1,0
9,M,J,20.1,593,593.01,descent,0,0,0
9,M,A,20.1,596,596.01,descent,0,1,0
75,F,Adol,13.7,597,597.01,descent,0,1,0
49,F,Adol,14,603,603.01,descent,0,1,0
49,F,Adol,14,603,603.03,descent,0,1,0
106,M,A,34.1,604,604.02,descent,0,1,0
54,F,A,25.8,606,606.01,descent,0,1,1
54,F,A,25.8,606,606.03,descent,0,1,0
47,F,J,6.1,607,607.02,descent,0,1,1
47,F,J,6.1,607,607.04,descent,0,1,1
47,F,J,6.1,607,607.06,descent,0,1,1
47,F,J,6.1,607,607.08,descent,0,1,1
59,F,Adol,8.9,31,31.01,descent,0,0,0
59,F,Adol,8.9,31,31.02,descent,0,0,0
57,M,Adol,11.1,612,612.01,descent,0,1,0
57,M,Adol,11.1,612,612.03,descent,0,0,0
57,M,Adol,11.1,612,612.04,descent,0,0,0
59,F,Adol,8.9,613,613.02,descent,1,1,0
59,F,Adol,8.9,613,613.03,descent,0,0,0
48,F,Adol,8.4,614,614.01,descent,0,1,0
48,F,Adol,8.4,614,614.02,descent,0,1,0
48,F,Adol,8.4,614,614.03,descent,1,1,0
48,F,Adol,8.4,614,614.04,descent,0,1,0
48,F,Adol,8.4,614,614.06,descent,0,0,0
48,F,Adol,8.4,614,614.08,descent,0,0,0
48,F,Adol,8.4,614,614.09,descent,1,0,0
48,F,Adol,8.4,614,614.1,descent,0,0,0
1,M,A,18.9,615,615.01,descent,0,1,0
38,F,A,18.3,616,616.01,descent,0,1,0
107,M,A,39.1,619,619.02,descent,0,0,0
107,M,A,39.1,619,619.04,descent,0,0,0
108,M,I,4.2,620,620.01,descent,0,0,0
108,M,I,4.2,620,620.03,descent,1,0,0
108,M,I,4.2,620,620.04,descent,0,0,0
40,M,A,15,621,621.01,descent,0,0,0
40,M,A,15,621,621.03,descent,0,0,0
40,M,A,15,621,621.04,descent,0,0,0
40,M,A,15,621,621.05,descent,0,0,0
40,M,A,15,621,621.06,descent,0,0,0
17,M,A,15,622,622.01,descent,0,0,0
17,M,A,15,622,622.02,descent,0,0,0
17,M,A,15,622,622.04,descent,0,0,0
17,M,A,15,622,622.05,descent,0,0,0
7,M,A,30.1,629,629.01,descent,0,1,0
105,F,A,9.6,630,630.01,descent,0,1,0
105,F,A,9.6,630,630.03,descent,0,1,0
105,F,A,9.6,630,630.05,descent,0,1,0
105,F,A,9.6,630,630.07,descent,0,1,0
105,F,A,9.6,630,630.09,descent,1,1,0
105,F,A,9.6,630,630.11,descent,0,0,0
105,F,A,9.6,630,630.13,descent,0,0,0
4,M,A,48.1,631,631.01,descent,0,0,0
27,F,A,21.1,633,633.01,descent,0,1,0
27,F,A,21.1,633,633.03,descent,1,1,0
27,F,A,21.1,633,633.04,descent,0,0,0
109,M,J,7,634,634.01,descent,0,0,0
109,M,J,7,634,634.02,descent,0,0,0
109,M,J,7,634,634.04,descent,0,0,0
7,M,A,30.1,635,635.01,descent,0,0,0
7,M,A,30.1,635,635.03,descent,0,0,0
28,M,J,9.1,636,636.01,descent,0,1,0
28,M,J,9.1,636,636.03,descent,0,1,0
28,M,J,9.1,636,636.04,descent,1,0,0
110,M,J,8.9,639,639.01,descent,0,0,0
110,M,J,8.9,639,639.02,descent,0,0,0
110,M,J,8.9,641,641.01,descent,1,1,0
110,M,J,8.9,641,641.02,descent,0,1,0
110,M,J,8.9,641,641.04,descent,0,1,0
110,M,J,8.9,641,641.06,descent,0,0,0
2,M,A,25,644,644.01,descent,0,0,0
2,M,A,25,644,644.02,descent,1,0,0
4,M,A,48.1,645,645.01,descent,0,1,0
102,M,A,23.8,650,650.01,descent,0,1,1
102,M,A,23.8,650,650.02,descent,0,1,1
102,M,A,23.8,650,650.03,descent,1,1,1
102,M,A,23.8,650,650.04,descent,0,1,1
102,M,A,23.8,650,650.05,descent,0,1,0
102,M,A,23.8,650,650.07,descent,0,1,0
111,M,A,21.2,651,651.01,descent,0,1,0
111,M,A,21.2,651,651.03,descent,0,1,0
90,F,A,20.2,652,652.02,descent,0,1,0
87,M,Adol,10.2,653,653.01,descent,0,1,1
87,M,Adol,10.2,653,653.04,descent,0,1,0
87,M,Adol,10.2,653,653.05,descent,0,1,0
87,M,Adol,10.2,653,653.07,descent,0,0,0
86,M,A,16.3,654,654.02,descent,0,0,0
81,F,A,36.2,655,655.01,descent,0,1,0
68,F,J,4.8,656,656.01,descent,1,1,0
68,F,J,4.8,656,656.02,descent,0,1,0
46,F,J,6.9,657,657.02,descent,1,1,0
46,F,J,6.9,657,657.03,descent,0,1,0
112,F,I,5,658,658.02,descent,0,1,0
112,F,I,5,658,658.03,descent,0,1,0
46,F,J,6.9,657,657.05,descent,0,1,0
46,F,J,6.9,657,657.06,descent,0,1,0
46,F,J,6.9,657,657.07,descent,0,1,0
46,F,J,6.9,657,657.09,descent,0,1,0
46,F,J,6.9,657,657.11,descent,0,1,0
46,F,J,6.9,657,657.12,descent,0,1,0
46,F,J,6.9,657,657.13,descent,0,1,0
68,F,J,4.8,159,159.01,descent,1,0,0
68,F,J,4.8,159,159.02,descent,0,0,0
68,F,J,4.8,159,159.03,descent,1,0,0
68,F,J,4.8,659,659.01,descent,0,0,0
68,F,J,4.8,659,659.02,descent,1,0,0
113,M,A,21.1,660,660.01,descent,0,1,0
25,M,A,24.1,661,661.01,descent,0,1,0
25,M,A,24.1,661,661.03,descent,0,1,0
25,M,A,24.1,661,661.05,descent,0,1,0
7,M,A,30.1,662,662.01,descent,0,1,0
7,M,A,30.1,662,662.02,descent,0,0,0
4,M,A,48.1,663,663.01,descent,0,1,0
4,M,A,48.1,663,663.02,descent,0,0,0
12,M,A,23.1,664,664.01,descent,0,1,0
12,M,A,23.1,664,664.03,descent,0,1,0
12,M,A,23.1,664,664.05,descent,0,1,0
12,M,A,23.1,664,664.06,descent,0,1,0
12,M,A,23.1,664,664.07,descent,0,0,0
12,M,A,23.1,664,664.09,descent,0,0,0
57,M,Adol,12.2,666,666.01,descent,0,0,0
112,F,I,5,667,667.01,descent,1,0,0
112,F,I,5,667,667.02,descent,0,0,0
102,M,A,23.8,668,668.01,descent,0,1,0
102,M,A,23.8,668,668.03,descent,0,0,0
102,M,A,23.8,668,668.05,descent,0,0,0
12,M,A,23.1,671,671.03,descent,0,0,0
12,M,A,23.1,671,671.05,descent,0,0,0
17,M,A,15.1,673,673.01,descent,0,1,0
74,M,Adol,13.3,674,674.01,descent,0,0,0
68,F,J,4.8,675,675.01,descent,0,0,0
68,F,J,4.8,675,675.02,descent,1,0,0
68,F,J,4.8,676,676.01,descent,0,0,0
68,F,J,4.8,676,676.02,descent,1,0,0
68,F,J,4.8,676,676.03,descent,0,0,0
98,F,J,9,677,677.01,descent,0,0,0
98,F,J,9,677,677.03,descent,0,0,0
98,F,J,9,677,677.04,descent,0,0,0
97,F,A,30.2,681,681.01,descent,0,1,0
97,F,A,30.2,681,681.03,descent,0,1,0
97,F,A,30.2,681,681.05,descent,0,0,0
97,F,A,30.2,681,681.07,descent,0,0,0
98,F,J,9,682,682.01,descent,0,1,0
98,F,J,9,682,682.02,descent,0,0,0
98,F,J,9,682,682.03,descent,0,0,0
95,F,A,15.8,683,683.01,descent,0,1,0
95,F,A,15.8,683,683.02,descent,0,0,0
95,F,A,15.8,683,683.03,descent,0,0,0
95,F,A,15.8,683,683.04,descent,0,0,0
114,F,A,28.9,687,687.01,descent,0,0,0
112,F,I,5,688,688.01,descent,0,1,0
112,F,I,5,688,688.02,descent,0,0,0
115,M,Adol,13.4,689,689.01,descent,0,0,0
111,M,A,21.2,690,690.01,descent,0,1,0
111,M,A,21.2,690,690.03,descent,1,0,0
111,M,A,21.2,690,690.04,descent,0,0,0
59,F,J,10,692,692.01,descent,0,0,0
59,F,J,10,693,693.01,descent,0,1,0
59,F,J,10,693,693.03,descent,1,1,0
59,F,J,10,693,693.04,descent,0,1,0
59,F,J,10,693,693.05,descent,0,1,0
59,F,J,10,693,693.06,descent,0,0,0
49,F,A,15.1,694,694.01,descent,0,1,0
49,F,A,15.1,694,694.03,descent,0,1,0
48,F,J,9.5,695,695.02,descent,1,1,0
48,F,J,9.5,695,695.03,descent,0,0,0
48,F,J,9.5,695,695.04,descent,0,0,0
94,M,A,34.2,696,696.01,descent,0,0,0
94,M,A,34.2,696,696.03,descent,0,0,0
57,M,Adol,12.2,697,697.01,descent,0,0,0
57,M,Adol,12.2,697,697.02,descent,1,0,0
48,F,J,9.5,698,698.01,descent,0,0,0
82,F,A,20.2,699,699.02,descent,0,0,0
65,M,Adol,10.6,700,700.01,descent,0,0,0
49,F,A,15.1,701,701.01,descent,0,1,0
49,F,A,15.1,701,701.02,descent,0,0,0
49,F,A,15.1,701,701.04,descent,0,0,0
102,M,A,23.8,702,702.01,descent,0,0,0
102,M,A,23.8,702,702.03,descent,0,0,0
84,M,J,5.1,703,703.01,descent,0,1,0
84,M,J,5.1,703,703.02,descent,0,0,0
87,M,Adol,10.2,704,704.01,descent,0,0,0
87,M,Adol,10.2,704,704.03,descent,0,0,0
87,M,Adol,10.2,704,704.04,descent,1,0,0
87,M,Adol,10.2,704,704.05,descent,0,0,0
87,M,Adol,10.2,704,704.08,descent,0,0,0
49,F,A,15.1,705,705.01,descent,0,0,0
49,F,A,15.1,705,705.02,descent,0,0,0
94,M,A,34.2,706,706.01,descent,0,0,0
87,M,Adol,10.2,708,708.01,descent,0,0,0
57,M,Adol,12.2,709,709.02,descent,0,1,0
57,M,Adol,12.2,709,709.03,descent,0,1,0
57,M,Adol,12.2,709,709.04,descent,0,0,0
57,M,Adol,12.2,709,709.07,descent,1,0,0
57,M,Adol,12.2,709,709.08,descent,0,0,0
64,M,A,27.2,711,711.03,descent,0,1,0
70,M,J,9.4,712,712.01,descent,0,0,0
70,M,J,9.4,712,712.04,descent,0,0,0
70,M,J,9.4,712,712.05,descent,0,0,0
116,F,I,3.1,714,714.01,descent,1,0,0
117,F,A,19.7,720,720.01,descent,0,0,0
81,F,A,36.2,722,722.02,descent,0,1,0
118,M,A,25.2,723,723.02,descent,0,1,0
115,M,Adol,13.4,724,724.01,descent,0,1,0
115,M,Adol,13.4,724,724.03,descent,0,1,0
115,M,Adol,13.4,724,724.04,descent,0,0,0
115,M,Adol,13.4,724,724.05,descent,0,0,0
117,F,A,19.7,726,726.01,descent,0,0,0
111,M,A,21.2,727,727.01,descent,0,1,0
119,F,A,65.2,729,729.01,descent,0,1,0
57,M,Adol,12.2,730,730.01,descent,0,1,0
57,M,Adol,12.2,730,730.02,descent,1,0,0
26,M,A,19.1,731,731.03,descent,0,1,0
26,M,A,19.1,731,731.04,descent,0,0,0
9,M,A,20.1,732,732.01,descent,0,1,0
9,M,A,20.1,732,732.02,descent,0,0,0
9,M,A,20.1,732,732.03,descent,0,0,0
8,M,A,31.1,733,733.01,descent,0,1,1
8,M,A,31.1,733,733.03,descent,0,1,1
34,M,Adol,13,734,734.01,descent,0,1,1
44,F,A,23.6,735,735.01,descent,0,1,1
44,F,A,23.6,735,735.02,descent,0,1,1
54,F,A,25.8,737,737.02,descent,0,0,0
54,F,A,25.8,737,737.03,descent,0,0,0
